"season","location_name","meanpercdiff","perclow","perchigh","perciqr","perc_median","meanabsolute","absolow","absohigh","absoiqr","median"
"A) 2021-2022","Alabama",-0.0366490113677936,-0.185185185185185,0.117647058823529,0.175,-0.04,-0.80952380952381,-6,2,3,-1
"A) 2021-2022","Alaska",0.0460038986354776,-0.5,2,0.213815789473684,0,-0.333333333333333,-2,2,1,0
"A) 2021-2022","Arizona",-0.0536794189874625,-0.1875,0.0493827160493827,0.0832391713747646,-0.0442477876106195,-4.33333333333333,-17,4,7,-3
"A) 2021-2022","Arkansas",-0.0109282992508287,-0.388888888888889,0.333333333333333,0.17478437341451,0,-1.33333333333333,-14,5,5,0
"A) 2021-2022","California",-0.00623799926550329,-0.117647058823529,0.0961538461538462,0.0365,0,-1.0952380952381,-21,9,5,0
"A) 2021-2022","Colorado",0.00210743090416386,-0.15625,0.136363636363636,0.0434782608695652,0.00775193798449612,1.38095238095238,-5,8,3,1
"A) 2021-2022","Connecticut",0.0653671912606085,-0.25,1,0.255434782608696,0,-1.66666666666667,-22,11,6,0
"A) 2021-2022","Delaware",Inf,-0.222222222222222,Inf,0.0604166666666667,0,0,-2,1,1,0
"A) 2021-2022","District of Columbia",0.0166666666666667,0,0.333333333333333,0,0,0.0476190476190476,0,1,0,0
"A) 2021-2022","Florida",-0.0104318304929982,-0.0688073394495413,0.0952380952380952,0.0561405818086087,-0.0160771704180064,-5.61904761904762,-40,10,13,-2
"A) 2021-2022","Georgia",-0.0546339695058823,-0.362068965517241,0.0967741935483871,0.0454545454545454,-0.0444444444444444,-2.85714285714286,-21,3,2,-2
"A) 2021-2022","Hawaii",-0.115899725274725,-0.75,0.285714285714286,0.230769230769231,0,-0.619047619047619,-3,2,1,0
"A) 2021-2022","Idaho",0.211437780240301,-0.285714285714286,2,0.235294117647059,0,0.571428571428571,-6,4,1,0
"A) 2021-2022","Illinois",-0.0110530059936305,-0.181818181818182,0.3125,0.125471698113208,-0.0263157894736842,-1.71428571428571,-15,6,6,-1
"A) 2021-2022","Indiana",0.012779462648336,-0.120481927710843,0.0952380952380952,0.0977564102564103,0,-0.666666666666667,-15,4,3,0
"A) 2021-2022","Iowa",-0.0550709402241156,-0.444444444444444,0.5,0.141514227642276,-0.046875,-1.04761904761905,-6,4,2,-1
"A) 2021-2022","Kansas",0.0884533861386131,-0.4,2,0.196825396825397,0,-0.333333333333333,-10,9,4,0
"A) 2021-2022","Kentucky",0.0219196706425299,-0.272727272727273,0.303030303030303,0.176424050632911,0,1.04761904761905,-6,10,6,0
"A) 2021-2022","Louisiana",-0.0238433922644449,-0.473684210526316,0,0,0,-0.476190476190476,-9,0,0,0
"A) 2021-2022","Maine",0.0189404163088374,-0.5,0.5,0.169191919191919,0,0,-7,4,1,0
"A) 2021-2022","Maryland",0.0896562742983239,-0.25,0.428571428571429,0.170731707317073,0.0526315789473684,2.33333333333333,-7,11,6,1
"A) 2021-2022","Massachusetts",-0.04760997240859,-0.333333333333333,0.257142857142857,0.140408163265306,-0.0522875816993464,-2.85714285714286,-27,10,7,-2
"A) 2021-2022","Michigan",-0.0100318755599182,-0.136363636363636,0.122137404580153,0.0573235414116687,0,-0.380952380952381,-12,16,6,0
"A) 2021-2022","Minnesota",-0.0673506860786273,-0.5,0.4,0.250334224598931,-0.0788690476190476,-1.0952380952381,-11,6,4,-1
"A) 2021-2022","Mississippi",-0.0257089317208365,-0.15625,0.148148148148148,0.0952380952380952,0,-0.857142857142857,-5,4,2,0
"A) 2021-2022","Missouri",-0.00412151020661106,-0.108108108108108,0.147540983606557,0.115029663810152,-0.025,-0.571428571428571,-6,9,4,-1
"A) 2021-2022","Montana",0.00813631075434481,-0.192307692307692,0.5,0.0506578947368421,0,-0.476190476190476,-5,2,1,0
"A) 2021-2022","Nebraska",0.0026897471478203,-0.5,1,0.0789473684210526,0,-0.714285714285714,-6,3,2,0
"A) 2021-2022","Nevada",-0.0904631785870229,-0.323076923076923,0.285714285714286,0.165848336061102,-0.107142857142857,-7.38095238095238,-23,3,13,-4
"A) 2021-2022","New Hampshire",0.0166666666666667,0,0.333333333333333,0,0,0.0476190476190476,0,1,0,0
"A) 2021-2022","New Jersey",0.0103076718595713,-0.108695652173913,0.205607476635514,0.0236220472440945,0,1.04761904761905,-10,22,1,0
"A) 2021-2022","New Mexico",0.00949413047636878,-0.0547945205479452,0.125,0.0192080378250591,0,0.238095238095238,-4,3,1,0
"A) 2021-2022","New York",-0.0119709479815989,-0.192307692307692,0.357142857142857,0.0826979472140763,-0.0192307692307692,-4,-39,12,7,-2
"A) 2021-2022","North Carolina",0.0287388315950449,-0.280701754385965,0.607142857142857,0.207575757575758,0,-0.142857142857143,-16,17,10,0
"A) 2021-2022","North Dakota",Inf,-0.75,Inf,0.325,0,0.19047619047619,-3,2,0,0
"A) 2021-2022","Ohio",-0.0128356275280533,-0.172413793103448,0.142857142857143,0.0395127748068925,0,-0.857142857142857,-9,4,3,0
"A) 2021-2022","Oklahoma",-0.0110942781067289,-0.146341463414634,0.125,0.0728900255754476,0,-0.619047619047619,-9,5,6,0
"A) 2021-2022","Oregon",0.114504010981565,-0.222222222222222,0.764705882352941,0.186789215686275,0.0714285714285714,1.33333333333333,-4,13,2,1
"A) 2021-2022","Pennsylvania",0.00844216541873581,-0.0350877192982456,0.0694444444444444,0.0169491525423729,0.00947867298578199,1.14285714285714,-4,8,2,1
"A) 2021-2022","Puerto Rico",0.00354411912610233,-0.2,0.241935483870968,0.116161616161616,0,0.0476190476190476,-9,15,4,0
"A) 2021-2022","Rhode Island",Inf,-0.8,Inf,0.5,-0.142857142857143,-0.714285714285714,-5,2,3,0
"A) 2021-2022","South Carolina",-0.00922380406673705,-0.2,0.227272727272727,0.159067882472138,-0.0333333333333333,-0.714285714285714,-9,5,4,-1
"A) 2021-2022","South Dakota",-0.0371155160628845,-0.666666666666667,0.5,0.0454545454545455,0,-0.142857142857143,-3,2,0,0
"A) 2021-2022","Tennessee",-0.0523720288290925,-0.365384615384615,0.222222222222222,0.0833333333333333,-0.0588235294117647,-2.80952380952381,-19,3,4,-1
"A) 2021-2022","Texas",-0.023807893175337,-0.152542372881356,0.0593220338983051,0.0487804878048781,0,-4.38095238095238,-20,7,8,0
"A) 2021-2022","US",-0.0214211471797828,-0.0475171232876712,0.00600505689001264,0.0222328637515579,-0.0209545983701979,-50.1428571428571,-157,19,57,-39
"A) 2021-2022","Utah",-0.0105263157894737,-0.2,0,0,0,-0.0952380952380952,-2,0,0,0
"A) 2021-2022","Vermont",-0.0166666666666667,-0.25,0,0,0,-0.0476190476190476,-1,0,0,0
"A) 2021-2022","Virginia",-0.00058539167015737,-0.125,0.2,0.131400966183575,0,-0.476190476190476,-9,8,5,0
"A) 2021-2022","Washington",-0.0512775764364645,-0.359550561797753,0.4,0.299242424242424,-0.0714285714285714,-5.38095238095238,-32,12,15,-2
"A) 2021-2022","West Virginia",-0.0256425533176233,-0.363636363636364,1,0.148148148148148,-0.0588235294117647,-2.33333333333333,-13,4,5,-1
"A) 2021-2022","Wisconsin",0.0097305110663432,-0.2,0.333333333333333,0.116923076923077,0,0.19047619047619,-6,8,3,0
"A) 2021-2022","Wyoming",0.1,0,1,0,0,0.19047619047619,0,2,0,0
"B) 2022-2023","Alabama",-0.00826665537039882,-0.3125,0.192307692307692,0.0667183330437928,0,-1.82352941176471,-27,25,3.5,0
"B) 2022-2023","Alaska",Inf,-0.5,Inf,0.1875,0,-0.794117647058823,-17,11,2,0
"B) 2022-2023","Arizona",-0.146915614258271,-0.557894736842105,0.203389830508475,0.352087585901885,-0.0590277777777778,-15.5294117647059,-102,74,31.75,-9.5
"B) 2022-2023","Arkansas",Inf,-0.2,Inf,0.0641874359140024,0,-1.17647058823529,-22,18,3.75,0
"B) 2022-2023","California",-0.0122331685443728,-0.19672131147541,0.103448275862069,0.0451469144962336,-0.00838622183668258,-2.29411764705882,-122,167,11.5,-1
"B) 2022-2023","Colorado",0.0391839357965006,-0.142857142857143,1,0.0331939851500593,0,1.32352941176471,-9,27,1,0
"B) 2022-2023","Connecticut",-0.050884151008379,-0.463768115942029,0.0769230769230769,0.0800364976069965,0,-7.88235294117647,-50,3,5,0
"B) 2022-2023","Delaware",Inf,-0.5,Inf,0,0,0.0294117647058824,-11,6,0,0
"B) 2022-2023","District of Columbia",0.0025165469068515,-0.25,0.5,0,0,-0.0294117647058824,-3,3,0,0
"B) 2022-2023","Florida",0.0435830714225098,-0.100719424460432,0.270462633451957,0.0947303371743318,0.0202193983579191,21.2941176470588,-22,152,25.75,5
"B) 2022-2023","Georgia",0.0424070800343199,-0.125,0.64,0.0946139359698682,0.00574712643678161,3.32352941176471,-15,32,9.75,0.5
"B) 2022-2023","Hawaii",0.0173360838683419,-0.571428571428571,1,0.0185185185185185,0,-0.0294117647058824,-8,7,0,0
"B) 2022-2023","Idaho",Inf,-0.0909090909090909,Inf,0,0,1.58823529411765,-20,55,0,0
"B) 2022-2023","Illinois",0.0411067564033233,-0.275,0.272727272727273,0.108885018729415,0.0438551845819761,8.58823529411765,-46,76,11,2
"B) 2022-2023","Indiana",-0.0543274371188448,-0.294117647058824,0.119047619047619,0.0888177064163906,-0.0453169104439312,-4.97058823529412,-45,21,3.75,-2
"B) 2022-2023","Iowa",0.0122225538432998,-0.428571428571429,0.828947368421053,0.0238095238095238,0,1.91176470588235,-12,63,0.75,0
"B) 2022-2023","Kansas",0.0615903703147094,-0.857142857142857,0.571428571428571,0.188008130081301,0,2.44117647058824,-44,39,3.5,0
"B) 2022-2023","Kentucky",0.0112154004971162,-0.153846153846154,0.363636363636364,0.0329256336540142,0,-2.70588235294118,-40,21,2.5,0
"B) 2022-2023","Louisiana",-0.0367947018990486,-0.638297872340426,0.0833333333333333,0.0117228075382104,0,-3.02941176470588,-60,7,1,0
"B) 2022-2023","Maine",Inf,-0.5,Inf,0.0292372881355932,0,0.352941176470588,-9,17,0.75,0
"B) 2022-2023","Maryland",0.0428709471152142,-0.285714285714286,0.666666666666667,0.0842011445726616,0,4.29411764705882,-13,50,7,0
"B) 2022-2023","Massachusetts",-0.00510691752918419,-0.333333333333333,0.6,0.0121077182103394,0,-4.32352941176471,-67,22,3.75,0
"B) 2022-2023","Michigan",0.00806206353460298,-0.15,0.307692307692308,0.0281658480134115,0,-2.47058823529412,-73,20,3,0
"B) 2022-2023","Minnesota",0.0150309146603375,-0.214285714285714,0.5,0,0,-1.38235294117647,-27,13,0,0
"B) 2022-2023","Mississippi",0.0105383612175762,-0.210526315789474,0.176470588235294,0.0764925828331625,0,1.02941176470588,-8,26,4.5,0
"B) 2022-2023","Missouri",0.115249827914288,-0.171428571428571,3.5,0.102986629940303,0,2.64705882352941,-20,112,6.75,0
"B) 2022-2023","Montana",Inf,-0.357142857142857,Inf,0.0690979625681118,0,-1.5,-13,1,0.75,0
"B) 2022-2023","Nebraska",0.0215018508936167,-0.4,1,0.103626943005181,0,-2.26470588235294,-20,5,3,0
"B) 2022-2023","Nevada",-0.00907993711075466,-0.421052631578947,1.33333333333333,0.137362637362637,0,-1.88235294117647,-39,105,7.75,0
"B) 2022-2023","New Hampshire",-0.0172180863783352,-0.4,0.0619469026548673,0,0,-0.529411764705882,-22,7,0,0
"B) 2022-2023","New Jersey",0.00806883991087079,-0.125,0.129032258064516,0.0275900900900901,0.00832298136645963,-0.676470588235294,-108,26,2,1
"B) 2022-2023","New Mexico",0.0315270544566477,-0.171428571428571,0.336065573770492,0,0,7.05882352941176,-6,85,0,0
"B) 2022-2023","New York",-0.00439121350533244,-0.155555555555556,0.119402985074627,0.0552107364285199,0,-2.29411764705882,-85,50,5,0
"B) 2022-2023","North Carolina",0.0226324337197567,-0.217391304347826,2,0.0813263041065483,-0.0355623100303951,-8.38235294117647,-88,29,13.5,-1
"B) 2022-2023","North Dakota",0.0735986263663056,-0.75,1.15384615384615,0.138436360799444,0,0.617647058823529,-8,15,1.75,0
"B) 2022-2023","Ohio",0.00252498588504916,-0.0820512820512821,0.181818181818182,0.0193563432835821,0,-1.32352941176471,-33,37,4.75,0
"B) 2022-2023","Oklahoma",0.0233513618137805,-0.157894736842105,0.390625,0.0728692605220723,0,1.5,-67,75,3.75,0
"B) 2022-2023","Oregon",0.0691159990733317,-0.333333333333333,1.5,0.165291005291005,0,6.29411764705882,-8,85,1.75,0
"B) 2022-2023","Pennsylvania",0.129048008691043,-0.0491803278688525,1.03333333333333,0.0481853889293206,0.0170717592592593,15.9117647058824,-46,93,28.5,1.5
"B) 2022-2023","Puerto Rico",0.00470282817767291,-0.310344827586207,0.53448275862069,0.164869396034276,0,-1.82352941176471,-45,31,8,0
"B) 2022-2023","Rhode Island",-0.0596973851215197,-0.666666666666667,0.230769230769231,0,0,-0.558823529411765,-8,3,0,0
"B) 2022-2023","South Carolina",0.0109383407588999,-0.173913043478261,0.333333333333333,0.0147515527950311,0,0.558823529411765,-16,26,1.5,0
"B) 2022-2023","South Dakota",Inf,-0.25,Inf,0.122596153846154,0,0.441176470588235,-17,12,1,0
"B) 2022-2023","Tennessee",-0.0159806646426019,-0.153846153846154,0.189873417721519,0.0833384668501362,-0.00976904835550057,-1.64705882352941,-40,38,4.5,-1
"B) 2022-2023","Texas",-0.00234045995870592,-0.0983606557377049,0.0704225352112676,0.0363630437771928,0,-1.82352941176471,-67,63,11.25,0
"B) 2022-2023","US",-0.00425588293867738,-0.102409638554217,0.0654998389348223,0.0398801145950849,-0.00417964571669949,21.4117647058824,-389,1220,146.5,-6
"B) 2022-2023","Utah",0.0129528137161448,-0.147058823529412,0.205882352941176,0,0,0.382352941176471,-5,10,0,0
"B) 2022-2023","Vermont",Inf,-0.166666666666667,Inf,0.0651515151515152,0,0.205882352941176,-6,10,0,0
"B) 2022-2023","Virginia",0.0233776304668073,-0.0963391136801541,0.25,0.0488636363636364,0.0105776736924278,3.41176470588235,-50,88,2,1
"B) 2022-2023","Washington",-0.000257499415651574,-0.346938775510204,0.44040404040404,0.142319882498454,0,10.8823529411765,-37,218,5.75,0
"B) 2022-2023","West Virginia",-0.00192070063718297,-0.380952380952381,0.4,0.049003163379058,0,-3.11764705882353,-82,27,2.5,0
"B) 2022-2023","Wisconsin",0.0529600160668393,-0.666666666666667,0.5,0.0480769230769231,0.00211416490486258,1.67647058823529,-4,15,2,0.5
"B) 2022-2023","Wyoming",-0.0108700716136998,-0.666666666666667,0.4,0,0,-0.0882352941176471,-7,8,0,0
